comment,sentiment
solution change scaleinstead one large ship use many small windsolar ship deliver payload regular interval instead onceit labor intensive human term idealit flexible nonpolluting cost effective,Positive
evolving backwards,Neutral
least looking alternative perhaps something dont expect come,Neutral
evolving backwards,Neutral
kairali logo malayalees,Neutral
ever think convert reality high brid system practical field water empellers turning wave ocean current electricity directly powering propeller shaft purpose also adding power,Neutral
fake cgi ship,Negative
think youtube like news title question answer,Positive
bru using wind power boat year,Neutral
,Neutral
well done dont mind speed disadvantage base course weather,Positive
almost year ago young sailor world fear running oil sort article book written among solution future great deal talk bringing back windpowered ship including design utilized airfoil type sail described fear pure b like great global demise co pure b thats another issue loved idea encountered sailing vessel middle east indian ocean wrecked one harbor approach victoria seychelles fascinating would loved ship one got chance make good living place one would recognize anchor took meantime technical wonder sailing ship never showed dont believe ever least planet wind solar nice feelgood solution dont really work though propulsion wind least viable clever specie unless decide devolve sort global soviet unionstyle civilization find efficient way wind power,Positive
joke people sail wind past,Positive
future ship equipped nuclear fusion technology run ship,Neutral
age sail anyone,Neutral
isnt wind power past shipping,Neutral
hilarious thought think sailing history,Positive
funny,Positive
isnt nuclear fitted megaships,Neutral
ton great deal le ton marine industry long way vlcc propulsion power requirement good presentation though,Positive
mention ammonia clean fuel cargo ship aim return wind power realistic economic advantage gimmick promoted climate change crusader obvious without wind doldrums horse latitude calm system work something else need fuel propulsion system,Positive
proof co harmful climate unverified computer model provided proof,Neutral
