comment,sentiment
"I think it'd be worth it to design ships in which you could put containers, while leaving the top of the ship for wind power stuff.
I believe people are figuring out the true cost of energy.",Positive
"Seems there was a lack of punnage on the tonnage . . . . Still enjoyed the video though, Keep up the good work!",Positive
"The thing to remember for all wind powered shipping developments is that they are supplementary. Currently wing sails look to be the most promising, despite their absurd efficiency claims. The main barriers to adoption seems to be speed and  complexity. Mainly because faster shipping = more volume = more profit; whereas slower shipping = less volume = eats up cost efficiency. space and weight are actually secondary concerns.

For alternate fuels it runs the other way; fuel space, weight, and cost are generally higher, for equivalent power, and availability is lower. Even once infrastructure is built out, and tech is improved, there are still some permanent losses to capacity that are more noticeable for early adopters which will hamper rollout until the  previous methods become more costly (either through diminishing supply, or most major powers progressively taxing them)",Neutral
"It's kind of silly to me that ""wing ships"" are supposedly so technologically advanced, when a sail is literally already a flexible vertical wing. There's lots of ship designs that can sail not only upwind, but also faster than the actual wind speed at certain angles.",Positive
That's not how airfoils create lift...,Positive
All ships used to be wind powered for centuries.,Neutral
"Flatulence.  Both the deckspace and the tonnage is needed for freight.  And, if a trans pacific transit takes 3 days longer I would guess that cargo rates go up near 25% - that's roughly a week added to turnaround time.  As for the ports effectively closed to such a vessel on account of its height above the waterline, well that's another buzz buster.",Positive
More Climate Hysteria propaganda.,Negative
What about a curry clipper that would have a constant wind effect! 🚽🇬🇧,Neutral
"So every time I watch these videos about alternate fuels for shipping, I always wonder why they don't try nuclear reactors for shipping? Is it just cost prohibitive or is it too risky to put nuclear reactors in the water under the control of private companies?",Negative
Green methanol is a oxymoron - there is no such thing. Didn't really like any of these initial designs but this sort of thing is a process.,Negative
"These have been touted as ""may be the future"" for maybe 5 decades. Wind power is unreliable.  No-one green-inclined seem to have been reading old naval stories of sailboats getting stuck in the Doldrums for weeks on end, immobile...
And the ratio of cost / carrying capacity is horrendous.  They can exist only in an elite society supported by slaving masses who cannot afford the goods transported at this cost level. Same applies to most ""Green"" tech.
All of that  predicated on the fraudulent narrative of ""global warming"". If the climate is doing one thing, it's darn COOLING down.",Negative
